Time,Account,Type,Details
2025-12-22 13:23:25.894226+00:00,N/A,Privilege Escalation,
2025-12-22 13:25:13.467760+00:00,N/A,Privilege Escalation,
2025-12-22 13:31:42.494806+00:00,N/A,Privilege Escalation,
2025-12-22 13:41:41.345642+00:00,N/A,Privilege Escalation,
2025-12-22 13:41:42.474623+00:00,N/A,Privilege Escalation,
2025-12-22 13:43:49.925819+00:00,N/A,Privilege Escalation,
2025-12-22 13:43:50.912800+00:00,N/A,Privilege Escalation,
2025-12-22 13:49:49.774639+00:00,N/A,Privilege Escalation,
2025-12-22 14:08:55.482292+00:00,N/A,Privilege Escalation,
2025-12-22 14:23:25.148680+00:00,N/A,Privilege Escalation,
2025-12-22 14:41:53.019423+00:00,N/A,Privilege Escalation,
2025-12-22 14:44:01.412199+00:00,N/A,Privilege Escalation,
2025-12-22 14:44:02.518438+00:00,N/A,Privilege Escalation,
2025-12-22 14:50:01.588873+00:00,N/A,Privilege Escalation,
2025-12-22 14:51:42.584499+00:00,N/A,Privilege Escalation,
2025-12-22 15:08:56.260916+00:00,N/A,Privilege Escalation,
2025-12-22 15:23:25.207275+00:00,N/A,Privilege Escalation,
2025-12-22 15:51:27.176167+00:00,N/A,Privilege Escalation,
2025-12-22 15:51:27.737297+00:00,N/A,Privilege Escalation,
2025-12-22 15:51:28.127350+00:00,N/A,Privilege Escalation,
2025-12-22 15:51:29.534742+00:00,N/A,Privilege Escalation,
2025-12-22 15:51:39.913651+00:00,N/A,Privilege Escalation,
2025-12-22 15:51:41.782927+00:00,N/A,Privilege Escalation,
2025-12-22 15:52:29.030415+00:00,N/A,Privilege Escalation,
2025-12-22 15:52:55.521677+00:00,N/A,Privilege Escalation,
2025-12-22 15:53:30.102879+00:00,N/A,Privilege Escalation,
2025-12-22 15:53:30.861458+00:00,N/A,Privilege Escalation,
2025-12-22 15:53:59.557747+00:00,N/A,Privilege Escalation,
2025-12-22 15:59:30.038870+00:00,N/A,Privilege Escalation,
2025-12-22 16:00:17.626293+00:00,N/A,Privilege Escalation,
2025-12-22 16:00:23.862759+00:00,N/A,Privilege Escalation,
2025-12-22 16:00:24.021528+00:00,N/A,Privilege Escalation,
2025-12-22 16:01:08.934757+00:00,N/A,Privilege Escalation,
2025-12-22 16:05:53.918680+00:00,N/A,Privilege Escalation,
2025-12-22 16:05:54.313053+00:00,N/A,Privilege Escalation,
2025-12-22 16:08:46.123110+00:00,N/A,Privilege Escalation,
2025-12-22 16:08:46.201487+00:00,N/A,Privilege Escalation,
2025-12-22 16:13:43.595482+00:00,N/A,Privilege Escalation,
2025-12-22 16:13:49.817627+00:00,N/A,Privilege Escalation,
2025-12-22 16:14:29.129408+00:00,N/A,Privilege Escalation,
2025-12-22 16:16:42.450365+00:00,N/A,Privilege Escalation,
2025-12-22 16:19:08.283941+00:00,N/A,Privilege Escalation,
2025-12-22 16:19:12.052210+00:00,N/A,Privilege Escalation,
2025-12-22 16:19:12.950222+00:00,N/A,Privilege Escalation,
2025-12-22 16:24:30.189047+00:00,N/A,Privilege Escalation,
2025-12-22 16:36:07.320887+00:00,N/A,Privilege Escalation,
2025-12-22 16:36:29.563633+00:00,N/A,Privilege Escalation,
2025-12-22 16:51:29.666849+00:00,N/A,Privilege Escalation,
2025-12-22 16:51:34.267315+00:00,N/A,Privilege Escalation,
2025-12-22 16:53:36.763266+00:00,N/A,Privilege Escalation,
2025-12-22 16:53:37.652674+00:00,N/A,Privilege Escalation,
2025-12-22 16:59:27.445103+00:00,N/A,Privilege Escalation,
2025-12-22 16:59:31.512606+00:00,N/A,Privilege Escalation,
2025-12-22 16:59:36.864807+00:00,N/A,Privilege Escalation,
2025-12-22 17:06:29.792898+00:00,N/A,Privilege Escalation,
2025-12-22 17:14:40.409473+00:00,N/A,Privilege Escalation,
2025-12-22 17:21:29.968506+00:00,N/A,Privilege Escalation,
2025-12-22 17:28:38.320995+00:00,N/A,Privilege Escalation,
2025-12-22 17:36:30.125868+00:00,N/A,Privilege Escalation,
2025-12-22 17:43:18.456999+00:00,N/A,Privilege Escalation,
2025-12-22 17:44:37.354496+00:00,N/A,Privilege Escalation,
2025-12-22 17:51:30.253111+00:00,N/A,Privilege Escalation,
2025-12-22 17:51:40.865648+00:00,N/A,Privilege Escalation,
2025-12-22 17:53:43.891546+00:00,N/A,Privilege Escalation,
2025-12-22 17:53:45.081896+00:00,N/A,Privilege Escalation,
2025-12-22 17:59:43.622179+00:00,N/A,Privilege Escalation,
2025-12-22 18:01:58.658981+00:00,N/A,Privilege Escalation,
2025-12-22 18:06:30.373175+00:00,N/A,Privilege Escalation,
2025-12-22 18:11:11.756790+00:00,N/A,Privilege Escalation,
2025-12-22 18:11:11.756792+00:00,N/A,Privilege Escalation,
2025-12-22 18:11:12.136669+00:00,N/A,Privilege Escalation,
2025-12-22 18:11:12.601538+00:00,N/A,Privilege Escalation,
2025-12-22 18:11:20.956007+00:00,N/A,Privilege Escalation,
2025-12-23 03:22:27.207682+00:00,N/A,Privilege Escalation,
2025-12-23 03:22:28.379042+00:00,N/A,Privilege Escalation,
2025-12-23 03:22:29.195787+00:00,N/A,Privilege Escalation,
2025-12-23 03:22:29.400988+00:00,N/A,Privilege Escalation,
2025-12-23 03:22:31.548677+00:00,N/A,Privilege Escalation,
2025-12-23 03:22:32.947367+00:00,N/A,Privilege Escalation,
2025-12-23 03:22:34.755619+00:00,N/A,Privilege Escalation,
2025-12-23 03:24:18.910368+00:00,N/A,Privilege Escalation,
2025-12-23 03:24:31.915842+00:00,N/A,Privilege Escalation,
2025-12-23 03:24:34.230305+00:00,N/A,Privilege Escalation,
2025-12-23 03:27:23.415955+00:00,N/A,Privilege Escalation,
2025-12-23 03:27:31.168333+00:00,N/A,Privilege Escalation,
2025-12-23 03:27:32.880619+00:00,N/A,Privilege Escalation,
2025-12-23 03:28:27.137512+00:00,N/A,Privilege Escalation,
2025-12-23 03:28:30.494415+00:00,N/A,Privilege Escalation,
2025-12-23 03:30:31.304256+00:00,N/A,Privilege Escalation,
2025-12-23 03:37:27.856812+00:00,N/A,Privilege Escalation,
2025-12-23 03:37:30.174744+00:00,N/A,Privilege Escalation,
2025-12-23 03:37:31.128038+00:00,N/A,Privilege Escalation,
2025-12-23 03:37:41.792891+00:00,N/A,Privilege Escalation,
2025-12-23 03:41:47.999128+00:00,N/A,Privilege Escalation,
2025-12-23 03:47:19.923981+00:00,N/A,Privilege Escalation,
2025-12-23 03:52:41.942562+00:00,N/A,Privilege Escalation,
2025-12-23 04:00:30.253290+00:00,N/A,Privilege Escalation,
2025-12-23 04:05:03.171741+00:00,N/A,Privilege Escalation,
2025-12-23 04:05:03.690348+00:00,N/A,Privilege Escalation,
2025-12-23 04:05:39.191376+00:00,N/A,Privilege Escalation,
2025-12-23 04:18:34.256584+00:00,N/A,Privilege Escalation,
2025-12-23 04:18:35.592045+00:00,N/A,Privilege Escalation,
2025-12-23 04:18:37.176954+00:00,N/A,Privilege Escalation,
2025-12-23 04:18:47.335842+00:00,N/A,Privilege Escalation,
2025-12-23 04:21:08.875984+00:00,N/A,Privilege Escalation,
2025-12-23 04:22:33.147152+00:00,N/A,Privilege Escalation,
2025-12-23 04:24:35.487289+00:00,N/A,Privilege Escalation,
2025-12-23 04:24:36.316467+00:00,N/A,Privilege Escalation,
2025-12-23 04:30:35.582323+00:00,N/A,Privilege Escalation,
2025-12-23 04:32:36.699387+00:00,N/A,Privilege Escalation,
2025-12-23 04:36:42.943678+00:00,N/A,Privilege Escalation,
2025-12-23 04:37:10.016760+00:00,N/A,Privilege Escalation,
2025-12-23 04:37:10.016762+00:00,N/A,Privilege Escalation,
2025-12-23 04:37:10.333319+00:00,N/A,Privilege Escalation,
2025-12-23 04:37:10.768740+00:00,N/A,Privilege Escalation,
2025-12-23 04:37:11.007206+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.368818+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.383442+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.448757+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.496592+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.592176+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.592178+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.644470+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.644537+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.645025+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.676004+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.683329+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.703554+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.709028+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.710230+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.711430+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.749723+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.759514+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.809944+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.851524+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.941454+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.941612+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.969471+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:30.986408+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:31.178524+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:31.243731+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:31.563210+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.081629+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.120234+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.121754+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.122066+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.173531+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.313717+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.323977+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.378899+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.488678+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.528446+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.528452+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.554848+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.634159+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.641798+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.658466+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.659330+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.674597+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:33.706284+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:36.718081+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:37.111134+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:37.398766+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:37.398861+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:37.398912+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:37.778517+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:37.905510+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:38.401920+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:38.773506+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:39.010147+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:39.545467+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:39.549324+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:39.574295+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:39.718130+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:39.738161+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:40.180506+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:40.273914+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:41.923786+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:44.969881+00:00,N/A,Privilege Escalation,
2025-12-23 15:48:45.907614+00:00,N/A,Privilege Escalation,
2025-12-23 15:49:12.603901+00:00,N/A,Privilege Escalation,
2025-12-23 15:49:12.935764+00:00,N/A,Privilege Escalation,
2025-12-23 15:49:45.423708+00:00,N/A,Privilege Escalation,
2025-12-23 15:49:45.669947+00:00,N/A,Privilege Escalation,
2025-12-23 15:50:21.332523+00:00,N/A,Privilege Escalation,
2025-12-23 15:50:27.673761+00:00,N/A,Privilege Escalation,
2025-12-23 15:50:28.665710+00:00,N/A,Privilege Escalation,
2025-12-23 15:50:37.798351+00:00,N/A,Privilege Escalation,
2025-12-23 15:50:38.144312+00:00,N/A,Privilege Escalation,
2025-12-23 15:50:41.403570+00:00,N/A,Privilege Escalation,
2025-12-23 15:50:42.548372+00:00,N/A,Privilege Escalation,
2025-12-23 15:51:31.080734+00:00,N/A,Privilege Escalation,
2025-12-23 15:51:42.061781+00:00,N/A,Privilege Escalation,
2025-12-23 15:53:38.443647+00:00,N/A,Privilege Escalation,
2025-12-23 15:54:14.919207+00:00,N/A,Privilege Escalation,
2025-12-23 15:54:17.349861+00:00,N/A,Privilege Escalation,
2025-12-23 15:58:29.756948+00:00,N/A,Privilege Escalation,
2025-12-23 15:58:29.838121+00:00,N/A,Privilege Escalation,
2025-12-23 15:58:30.414312+00:00,N/A,Privilege Escalation,
2025-12-23 15:58:30.421144+00:00,N/A,Privilege Escalation,
2025-12-23 15:58:30.424212+00:00,N/A,Privilege Escalation,
2025-12-23 15:58:30.431581+00:00,N/A,Privilege Escalation,
2025-12-23 15:58:30.434011+00:00,N/A,Privilege Escalation,
2025-12-23 15:58:30.455494+00:00,N/A,Privilege Escalation,
2025-12-23 15:58:36.981245+00:00,N/A,Privilege Escalation,
2025-12-23 15:59:14.189451+00:00,N/A,Privilege Escalation,
2025-12-23 15:59:15.825960+00:00,N/A,Privilege Escalation,
2025-12-23 15:59:15.831892+00:00,N/A,Privilege Escalation,
2025-12-23 15:59:15.835224+00:00,N/A,Privilege Escalation,
2025-12-23 15:59:15.843742+00:00,N/A,Privilege Escalation,
2025-12-23 15:59:15.847193+00:00,N/A,Privilege Escalation,
2025-12-23 15:59:15.885435+00:00,N/A,Privilege Escalation,
2025-12-23 15:59:19.041500+00:00,N/A,Privilege Escalation,
2025-12-23 15:59:19.285032+00:00,N/A,Privilege Escalation,
2025-12-23 15:59:20.553778+00:00,N/A,Privilege Escalation,
2025-12-23 15:59:48.171780+00:00,N/A,Privilege Escalation,
2025-12-23 16:00:08.394192+00:00,N/A,Privilege Escalation,
2025-12-23 16:01:32.207201+00:00,N/A,Privilege Escalation,
2025-12-23 16:02:24.812050+00:00,N/A,Privilege Escalation,
2025-12-23 16:02:24.975014+00:00,N/A,Privilege Escalation,
2025-12-23 16:03:00.588142+00:00,N/A,Privilege Escalation,
2025-12-23 16:03:55.656796+00:00,N/A,Privilege Escalation,
2025-12-23 16:04:41.124336+00:00,N/A,Privilege Escalation,
2025-12-23 16:07:10.229080+00:00,N/A,Privilege Escalation,
2025-12-23 16:08:21.853670+00:00,N/A,Privilege Escalation,
2025-12-23 16:08:21.853674+00:00,N/A,Privilege Escalation,
2025-12-23 16:08:22.023510+00:00,N/A,Privilege Escalation,
2025-12-24 08:26:53.206327+00:00,N/A,Privilege Escalation,
2025-12-24 08:26:53.508095+00:00,N/A,Privilege Escalation,
2025-12-24 08:26:54.748755+00:00,N/A,Privilege Escalation,
2025-12-24 08:26:54.991463+00:00,N/A,Privilege Escalation,
2025-12-24 08:26:56.542263+00:00,N/A,Privilege Escalation,
2025-12-24 08:27:03.412756+00:00,N/A,Privilege Escalation,
2025-12-24 08:27:15.061369+00:00,N/A,Privilege Escalation,
2025-12-24 08:27:15.122244+00:00,N/A,Privilege Escalation,
2025-12-24 08:28:05.093775+00:00,N/A,Privilege Escalation,
2025-12-24 08:29:00.726942+00:00,N/A,Privilege Escalation,
2025-12-24 08:29:02.198002+00:00,N/A,Privilege Escalation,
2025-12-24 08:31:04.576368+00:00,N/A,Privilege Escalation,
2025-12-24 08:31:56.577333+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:54.629194+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:55.908043+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:55.914045+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:55.917263+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:55.924438+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:55.927290+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:55.951530+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:56.695717+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:57.460602+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:57.928474+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:58.733871+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:58.739714+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:58.742115+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:58.747564+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:58.749746+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:58.761005+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:59.332348+00:00,N/A,Privilege Escalation,
2025-12-24 08:32:59.987679+00:00,N/A,Privilege Escalation,
2025-12-24 08:33:07.111031+00:00,N/A,Privilege Escalation,
2025-12-24 08:35:00.798540+00:00,N/A,Privilege Escalation,
2025-12-24 08:35:25.355490+00:00,N/A,Privilege Escalation,
2025-12-24 08:36:36.179163+00:00,N/A,Privilege Escalation,
2025-12-24 08:36:46.317286+00:00,N/A,Privilege Escalation,
2025-12-24 08:36:46.835335+00:00,N/A,Privilege Escalation,
2025-12-24 08:36:50.636326+00:00,N/A,Privilege Escalation,
2025-12-24 08:37:08.251490+00:00,N/A,Privilege Escalation,
2025-12-24 08:37:13.099676+00:00,N/A,Privilege Escalation,
2025-12-24 08:41:56.666414+00:00,N/A,Privilege Escalation,
2025-12-24 08:41:57.556000+00:00,N/A,Privilege Escalation,
2025-12-24 08:43:01.658194+00:00,N/A,Privilege Escalation,
2025-12-24 08:52:54.782993+00:00,N/A,Privilege Escalation,
2025-12-24 08:57:08.105610+00:00,N/A,Privilege Escalation,
2025-12-24 09:02:12.906767+00:00,N/A,Privilege Escalation,
2025-12-24 09:02:13.027342+00:00,N/A,Privilege Escalation,
2025-12-24 09:02:14.182869+00:00,N/A,Privilege Escalation,
2025-12-24 09:02:14.488344+00:00,N/A,Privilege Escalation,
2025-12-24 09:27:13.252981+00:00,N/A,Privilege Escalation,
2025-12-24 09:27:14.314201+00:00,N/A,Privilege Escalation,
2025-12-24 10:58:55.842453+00:00,N/A,Privilege Escalation,
2025-12-24 10:58:55.897554+00:00,N/A,Privilege Escalation,
2025-12-24 10:58:56.305258+00:00,N/A,Privilege Escalation,
2025-12-24 12:58:34.932550+00:00,N/A,Privilege Escalation,
2025-12-24 12:59:48.167131+00:00,N/A,Privilege Escalation,
2025-12-24 12:59:51.161667+00:00,N/A,Privilege Escalation,
2025-12-24 13:00:12.666933+00:00,N/A,Privilege Escalation,
2025-12-24 13:00:13.727312+00:00,N/A,Privilege Escalation,
2025-12-24 13:04:31.999426+00:00,N/A,Privilege Escalation,
2025-12-24 13:06:12.247843+00:00,N/A,Privilege Escalation,
2025-12-24 13:08:46.682566+00:00,N/A,Privilege Escalation,
2025-12-24 13:08:47.029654+00:00,N/A,Privilege Escalation,
2025-12-24 13:13:00.772804+00:00,N/A,Privilege Escalation,
2025-12-24 13:13:12.740709+00:00,N/A,Privilege Escalation,
2025-12-24 13:14:31.781431+00:00,N/A,Privilege Escalation,
2025-12-24 13:14:32.568214+00:00,N/A,Privilege Escalation,
2025-12-24 13:23:07.178526+00:00,N/A,Privilege Escalation,
2025-12-24 13:23:07.291084+00:00,N/A,Privilege Escalation,
2025-12-24 13:23:29.149387+00:00,N/A,Privilege Escalation,
2025-12-24 13:24:16.582340+00:00,N/A,Privilege Escalation,
2025-12-24 13:28:39.457565+00:00,N/A,Privilege Escalation,
2025-12-24 13:30:06.617281+00:00,N/A,Privilege Escalation,
2025-12-24 13:43:39.559917+00:00,N/A,Privilege Escalation,
2025-12-24 13:47:57.565018+00:00,N/A,Privilege Escalation,
2025-12-24 13:53:34.439104+00:00,N/A,Privilege Escalation,
2025-12-24 13:58:39.657677+00:00,N/A,Privilege Escalation,
2025-12-24 13:58:44.016605+00:00,N/A,Privilege Escalation,
2025-12-24 14:00:45.991442+00:00,N/A,Privilege Escalation,
2025-12-24 14:00:46.740847+00:00,N/A,Privilege Escalation,
2025-12-24 14:06:45.975073+00:00,N/A,Privilege Escalation,
2025-12-24 14:13:39.752113+00:00,N/A,Privilege Escalation,
2025-12-24 14:28:39.889597+00:00,N/A,Privilege Escalation,
2025-12-24 14:32:55.108540+00:00,N/A,Privilege Escalation,
2025-12-24 14:38:44.760933+00:00,N/A,Privilege Escalation,
2025-12-24 14:38:45.720663+00:00,N/A,Privilege Escalation,
2025-12-24 14:39:16.718195+00:00,N/A,Privilege Escalation,
2025-12-24 14:39:17.425987+00:00,N/A,Privilege Escalation,
2025-12-24 14:41:16.997522+00:00,N/A,Privilege Escalation,
2025-12-24 14:41:18.141460+00:00,N/A,Privilege Escalation,
2025-12-24 14:41:19.004717+00:00,N/A,Privilege Escalation,
2025-12-24 14:46:40.951237+00:00,N/A,Privilege Escalation,
2025-12-24 14:58:40.001436+00:00,N/A,Privilege Escalation,
2025-12-24 14:58:50.561375+00:00,N/A,Privilege Escalation,
2025-12-24 14:59:09.155603+00:00,N/A,Privilege Escalation,
2025-12-24 14:59:49.964323+00:00,N/A,Privilege Escalation,
2025-12-24 14:59:50.143747+00:00,N/A,Privilege Escalation,
2025-12-24 15:00:52.496916+00:00,N/A,Privilege Escalation,
2025-12-24 15:00:53.235634+00:00,N/A,Privilege Escalation,
2025-12-24 15:06:52.394060+00:00,N/A,Privilege Escalation,
2025-12-24 15:13:40.089918+00:00,N/A,Privilege Escalation,
2025-12-24 15:28:40.175104+00:00,N/A,Privilege Escalation,
2025-12-24 15:38:45.067165+00:00,N/A,Privilege Escalation,
2025-12-24 15:41:29.335636+00:00,N/A,Privilege Escalation,
2025-12-24 15:52:52.914783+00:00,N/A,Privilege Escalation,
2025-12-24 15:53:17.606007+00:00,N/A,Privilege Escalation,
2025-12-24 15:58:40.293793+00:00,N/A,Privilege Escalation,
2025-12-24 15:58:55.368011+00:00,N/A,Privilege Escalation,
2025-12-24 15:59:39.590454+00:00,N/A,Privilege Escalation,
2025-12-24 15:59:39.771498+00:00,N/A,Privilege Escalation,
2025-12-24 16:00:57.352846+00:00,N/A,Privilege Escalation,
2025-12-24 16:00:58.369486+00:00,N/A,Privilege Escalation,
2025-12-24 16:03:19.697481+00:00,N/A,Privilege Escalation,
2025-12-24 16:06:57.202587+00:00,N/A,Privilege Escalation,
2025-12-24 16:12:00.033003+00:00,N/A,Privilege Escalation,
2025-12-24 16:12:02.799543+00:00,N/A,Privilege Escalation,
2025-12-24 16:12:02.799547+00:00,N/A,Privilege Escalation,
2025-12-24 16:12:02.936485+00:00,N/A,Privilege Escalation,
2025-12-24 16:12:03.195269+00:00,N/A,Privilege Escalation,
2025-12-24 16:12:03.469585+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:42.769991+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:42.786253+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:42.825752+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:42.887432+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:42.965174+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:42.965176+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.052723+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.052818+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.053003+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.053232+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.084511+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.103773+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.116581+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.122417+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.126968+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.136538+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.188105+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.204863+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.310404+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.386911+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.386921+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.416965+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.437845+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.593254+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.647892+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.814722+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.910654+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.939404+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:43.996080+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.098043+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.098204+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.098207+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.140972+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.182425+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.244019+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.272486+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.412680+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.427288+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.474762+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.548073+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.553118+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.618799+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.666990+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.703018+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.713709+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.722313+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:44.769447+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:47.993099+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:47.993101+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:47.993101+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:48.209732+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:48.271111+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:48.543770+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:48.721703+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:48.909077+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:50.111153+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:50.316017+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:50.401220+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:51.348866+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:51.805603+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:52.140917+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:52.575781+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:54.242931+00:00,N/A,Privilege Escalation,
2025-12-26 02:31:54.277176+00:00,N/A,Privilege Escalation,
